City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,Chuy,-33.7,-53.46,69.91,61,12,4.68,UY,2020-04-17 14:50:25
289,Hay River,60.82,-115.8,35.6,93,90,13.87,CA,2020-04-17 14:52:18
290,Evensk,61.95,159.23,14.13,87,89,9.4,RU,2020-04-17 14:56:07
291,Ahipara,-35.17,173.17,65.61,86,77,20.92,NZ,2020-04-17 14:51:23
292,Mahon,39.89,4.27,64.4,72,20,11.41,ES,2020-04-17 14:51:16
293,Energeticheskiy,43.43,77.02,57.2,71,75,2.24,KZ,2020-04-17 14:56:08
294,Ko Samui,9.54,99.94,84.2,79,20,10.29,TH,2020-04-17 14:56:08
295,Yarim,14.3,44.38,60.73,39,89,5.61,YE,2020-04-17 14:56:08
296,Batagay,67.63,134.63,-9.24,86,93,5.06,RU,2020-04-17 14:56:08
297,Christchurch,-43.53,172.63,54.0,100,100,13.87,NZ,2020-04-17 14:56:09
298,Nalut,30.33,10.85,88.05,18,22,3.06,LY,2020-04-17 14:56:09
299,Caravelas,-17.71,-39.25,80.65,82,19,14.9,BR,2020-04-17 14:52:07
300,Koupela,12.18,-0.35,109.18,5,47,12.46,BF,2020-04-17 14:56:09
301,Kaitangata,-46.28,169.85,52.0,83,100,25.01,NZ,2020-04-17 14:56:09
302,Pasighat,28.07,95.33,72.77,61,6,2.04,IN,2020-04-17 14:56:10
303,Buraydah,26.33,43.98,89.6,31,20,9.17,SA,2020-04-17 14:56:10
304,Ndele,8.41,20.65,101.35,8,98,3.13,CF,2020-04-17 14:56:11
305,Ketchikan,55.34,-131.65,46.4,93,90,10.29,US,2020-04-17 14:51:22
306,Chatra,24.22,84.87,89.6,55,67,3.36,IN,2020-04-17 14:56:11
307,Finschhafen,-6.6,147.87,80.29,80,100,14.65,PG,2020-04-17 14:56:11
308,Nara,34.69,135.8,61.0,46,100,6.17,JP,2020-04-17 14:56:12
309,Freire,-38.95,-72.63,62.6,55,75,4.7,CL,2020-04-17 14:56:12
310,Coolidge,32.98,-111.52,66.0,25,1,6.93,US,2020-04-17 14:53:15
311,Sechura,-5.56,-80.82,75.69,66,23,8.52,PE,2020-04-17 14:56:13
312,Igunga,-4.28,33.88,78.04,53,16,7.81,TZ,2020-04-17 14:56:13
313,Menongue,-14.66,17.69,79.86,39,17,5.14,AO,2020-04-17 14:56:13
314,Manturovo,58.34,44.76,40.71,70,94,6.35,RU,2020-04-17 14:56:13
315,Darhan,49.49,105.92,53.62,41,93,6.4,MN,2020-04-17 14:56:14
316,Cacule,-14.5,-42.22,78.62,59,80,6.8,BR,2020-04-17 14:53:05
317,Port Shepstone,-30.74,30.45,73.09,72,0,10.51,ZA,2020-04-17 14:56:14
318,Norman Wells,65.28,-126.83,32.0,94,75,14.99,CA,2020-04-17 14:51:21
319,Saint-Joseph,-21.37,55.62,78.8,69,75,25.28,RE,2020-04-17 14:56:15
320,Guaiuba,-4.04,-38.64,82.4,78,75,2.24,BR,2020-04-17 14:56:15
321,Eregli,37.51,34.05,63.79,27,8,0.98,TR,2020-04-17 14:56:15
322,Husavik,66.04,-17.34,51.8,57,20,19.46,IS,2020-04-17 14:51:35
323,Teya,60.38,92.63,32.05,88,0,1.77,RU,2020-04-17 14:56:15
324,Hasaki,35.73,140.83,57.2,71,75,10.29,JP,2020-04-17 14:56:16
325,Lubon,52.35,16.89,60.01,24,0,6.93,PL,2020-04-17 14:55:36
326,Faanui,-16.48,-151.75,82.51,69,75,8.41,PF,2020-04-17 14:56:16
327,Solnechnyy,50.72,136.63,43.07,53,53,3.85,RU,2020-04-17 14:56:16
328,Manavalakurichi,8.13,77.3,87.8,70,40,5.82,IN,2020-04-17 14:56:17
329,Lorengau,-2.02,147.27,82.06,72,99,1.12,PG,2020-04-17 14:54:21
330,Cabedelo,-6.98,-34.83,89.6,59,75,6.93,BR,2020-04-17 14:56:17
331,Tombouctou,20.0,-3.0,103.55,10,2,1.66,ML,2020-04-17 14:56:17
332,Gamba,-2.65,10.0,79.11,78,100,2.21,GA,2020-04-17 14:56:18
333,Olafsvik,64.89,-23.71,44.11,91,95,21.43,IS,2020-04-17 14:51:25
334,Vao,-22.67,167.48,74.37,67,16,9.46,NC,2020-04-17 14:56:18
335,Turbat,26.0,63.04,87.75,31,0,19.17,PK,2020-04-17 14:56:18
336,Eyl,7.98,49.82,85.1,69,41,10.83,SO,2020-04-17 14:56:19
337,Nipawin,53.37,-104.0,30.2,74,1,11.41,CA,2020-04-17 14:56:19
338,Mount Gambier,-37.83,140.77,51.8,100,75,8.05,AU,2020-04-17 14:55:14
339,Saskylakh,71.92,114.08,-3.59,87,0,5.64,RU,2020-04-17 14:56:19
340,Contamana,-7.33,-75.02,76.96,66,86,4.34,PE,2020-04-17 14:56:20
341,Mpika,-11.83,31.45,70.05,54,0,7.2,ZM,2020-04-17 14:56:20
342,Khasan,42.43,130.64,41.94,88,94,4.38,RU,2020-04-17 14:56:20
343,Tilichiki,60.47,166.1,5.29,92,0,7.02,RU,2020-04-17 14:56:21
344,Walvis Bay,-22.96,14.51,69.8,56,5,16.11,NA,2020-04-17 14:56:21
345,Tongchuan,35.08,109.09,58.19,23,81,8.28,CN,2020-04-17 14:56:21
346,Llata,-9.42,-76.78,52.09,29,99,4.88,PE,2020-04-17 14:56:21
347,Pangody,65.85,74.49,36.75,96,100,21.52,RU,2020-04-17 14:56:22
348,Matipo,-20.28,-42.34,77.13,61,41,3.4,BR,2020-04-17 14:56:22
349,Emerald,-23.53,148.17,71.6,64,90,1.12,AU,2020-04-17 14:56:22
350,Lazarev,52.23,141.51,28.96,97,71,6.51,RU,2020-04-17 14:56:22
351,Cockburn Town,21.46,-71.14,79.07,73,1,16.35,TC,2020-04-17 14:56:22
352,Cidreira,-30.18,-50.21,69.26,75,56,8.39,BR,2020-04-17 14:56:23
353,Rabo De Peixe,37.8,-25.58,60.8,77,20,11.41,PT,2020-04-17 14:56:23
354,Marawi,8.0,124.29,68.72,71,9,4.07,PH,2020-04-17 14:54:31
355,Marigot,18.07,-63.08,86.0,55,20,9.17,MF,2020-04-17 14:56:23
356,Mackay,-21.15,149.2,73.0,94,5,5.82,AU,2020-04-17 14:56:24
357,Khandyga,62.67,135.6,-3.28,86,13,1.9,RU,2020-04-17 14:56:24
358,Marzuq,14.4,46.47,79.95,38,71,12.86,YE,2020-04-17 14:56:24
359,Kruisfontein,-34.0,24.73,63.68,71,52,7.99,ZA,2020-04-17 14:56:24
360,Naze,28.37,129.48,68.0,72,20,8.05,JP,2020-04-17 14:56:25
361,Atbasar,51.8,68.33,55.49,38,98,13.82,KZ,2020-04-17 14:56:25
362,Shenzhen,22.55,114.07,77.0,99,100,5.35,CN,2020-04-17 14:56:25
363,Moses Lake,47.13,-119.28,37.4,59,1,8.05,US,2020-04-17 14:56:26
364,Loiza,18.43,-65.88,84.0,65,40,11.41,PR,2020-04-17 14:56:26
365,Kaeo,-35.1,173.78,64.0,92,81,8.01,NZ,2020-04-17 14:56:26
366,Fort Nelson,58.81,-122.7,39.2,80,90,11.41,CA,2020-04-17 14:54:35
367,Saint-Denis,48.92,2.33,78.01,36,43,8.05,FR,2020-04-17 14:56:27
368,Chuguyevka,44.17,133.86,41.0,62,100,2.93,RU,2020-04-17 14:56:27
369,Salisbury,51.07,-1.8,53.01,93,98,17.22,GB,2020-04-17 14:56:27
370,Mehran,33.12,46.16,69.8,26,40,9.17,IR,2020-04-17 14:56:28
371,Champerico,14.3,-91.92,84.2,58,75,3.49,GT,2020-04-17 14:56:28
372,Hovd,48.01,91.64,43.72,43,97,5.37,MN,2020-04-17 14:51:30
373,Zhanaozen,43.3,52.8,58.15,33,4,10.09,KZ,2020-04-17 14:56:28
374,Kralendijk,12.15,-68.27,84.2,66,75,17.22,BQ,2020-04-17 14:56:28
375,Urubamba,-13.3,-72.12,59.0,47,75,3.36,PE,2020-04-17 14:56:29
376,Chapais,49.78,-74.85,19.4,57,90,10.29,CA,2020-04-17 14:56:29
377,Giresun,40.5,38.5,53.6,81,55,9.17,TR,2020-04-17 14:55:08
378,Billings,45.78,-108.5,39.0,50,20,21.92,US,2020-04-17 14:56:29
379,Lapua,62.97,23.01,44.01,43,98,11.01,FI,2020-04-17 14:56:30
380,Mayor Pablo Lagerenza,-19.93,-60.77,81.48,24,87,7.56,PY,2020-04-17 14:56:30
381,San Quintin,30.48,-115.95,60.17,74,3,0.54,MX,2020-04-17 14:56:30
382,Whitehorse,60.72,-135.05,37.4,86,40,2.24,CA,2020-04-17 14:56:30
383,Half Moon Bay,37.46,-122.43,55.0,81,90,5.82,US,2020-04-17 14:56:31
384,Milkovo,54.72,158.62,27.18,92,65,2.68,RU,2020-04-17 14:56:31
385,Don Benito,38.96,-5.86,63.0,71,100,14.0,ES,2020-04-17 14:56:31
386,Bengkulu,-3.8,102.27,79.02,80,86,1.48,ID,2020-04-17 14:52:01
387,Itarema,-2.92,-39.92,84.04,71,100,8.43,BR,2020-04-17 14:56:32
388,Pacifica,37.61,-122.49,54.0,81,90,5.82,US,2020-04-17 14:56:32
389,Jinka,5.65,36.65,70.88,58,95,1.23,ET,2020-04-17 14:56:32
390,Sorland,67.67,12.69,39.2,51,40,10.29,NO,2020-04-17 14:56:33
391,Sombrio,-29.11,-49.62,73.8,59,3,10.02,BR,2020-04-17 14:56:33
392,Mubi,10.27,13.26,103.42,6,0,1.86,NG,2020-04-17 14:56:34
393,Vengerovo,55.68,76.75,50.99,68,16,9.95,RU,2020-04-17 14:56:34
394,Xai-Xai,-25.05,33.64,75.9,79,27,10.58,MZ,2020-04-17 14:55:05
395,Wahiawa,21.5,-158.02,73.0,93,40,3.36,US,2020-04-17 14:56:35
396,Yulara,-25.24,130.99,80.6,26,90,9.17,AU,2020-04-17 14:56:35
397,Pemangkat,1.17,108.97,80.91,82,100,4.52,ID,2020-04-17 14:56:35
398,Wiarton,44.74,-81.13,41.0,59,75,10.29,CA,2020-04-17 14:56:36
399,Scottsbluff,41.87,-103.67,28.99,92,1,10.71,US,2020-04-17 14:56:36
400,Carutapera,-1.2,-46.02,82.53,77,100,3.36,BR,2020-04-17 14:51:44
401,Monchegorsk,67.94,32.87,34.41,84,77,13.53,RU,2020-04-17 14:56:36
402,San Patricio,19.22,-104.7,69.8,73,5,0.83,MX,2020-04-17 14:56:37
403,Barcelos,41.54,-8.62,64.0,82,40,17.22,PT,2020-04-17 14:56:37
404,Port-Gentil,-0.72,8.78,80.6,83,20,13.87,GA,2020-04-17 14:56:38
405,Kuito,-12.38,16.93,72.05,45,22,6.38,AO,2020-04-17 14:56:38
406,Manakara,-22.13,48.02,75.16,78,3,6.04,MG,2020-04-17 14:56:38
407,Stromness,58.97,-3.3,48.2,66,20,13.87,GB,2020-04-17 14:56:38
408,Kenora,49.82,-94.43,28.4,54,5,5.82,CA,2020-04-17 14:53:54
409,Tautira,-17.73,-149.15,80.6,74,75,2.24,PF,2020-04-17 14:56:39
410,Watertown,42.37,-71.18,45.0,38,40,13.87,US,2020-04-17 14:54:31
411,Asau,46.43,26.4,73.4,27,40,14.99,RO,2020-04-17 14:56:40
412,Vila Velha,-20.33,-40.29,82.99,69,75,13.87,BR,2020-04-17 14:56:40
413,Coos Bay,43.37,-124.22,57.2,30,1,10.29,US,2020-04-17 14:56:40
414,High Prairie,55.43,-116.49,38.64,75,100,9.93,CA,2020-04-17 14:56:40
415,Gombong,-7.61,109.51,80.37,84,100,0.51,ID,2020-04-17 14:56:41
416,Wrexham,53.0,-3.0,59.0,51,20,13.87,GB,2020-04-17 14:56:41
417,Presidencia Roque Saenz Pena,-26.79,-60.44,75.76,29,0,3.94,AR,2020-04-17 14:54:34
418,Linhares,-19.39,-40.07,83.97,66,43,12.62,BR,2020-04-17 14:56:42
419,Phan Thiet,10.93,108.1,78.64,86,80,7.49,VN,2020-04-17 14:56:42
420,Henties Bay,-22.12,14.28,63.0,82,5,10.0,NA,2020-04-17 14:56:42
421,Fort Abbas,29.19,72.85,88.93,22,45,8.34,PK,2020-04-17 14:56:43
422,Srandakan,-7.94,110.25,80.38,81,95,4.94,ID,2020-04-17 14:56:43
423,Piacabucu,-10.41,-36.43,85.95,67,14,8.86,BR,2020-04-17 14:56:43
424,Sistranda,63.73,8.83,43.0,52,40,18.34,NO,2020-04-17 14:56:43
425,Imbituba,-28.24,-48.67,75.2,47,4,6.93,BR,2020-04-17 14:56:44
426,Fairbanks,64.84,-147.72,36.0,87,75,2.55,US,2020-04-17 14:53:50
427,Tigil,57.8,158.67,23.65,97,100,3.0,RU,2020-04-17 14:56:44
428,Hirara,24.8,125.28,73.04,82,0,14.34,JP,2020-04-17 14:56:44
429,Alta Floresta,-9.88,-56.09,80.64,74,86,3.27,BR,2020-04-17 14:56:45
430,Sainte-Maxime,43.3,6.63,69.8,46,100,11.41,FR,2020-04-17 14:56:45
431,Shaki,41.08,47.17,68.0,45,13,2.24,AZ,2020-04-17 14:56:45
432,Beauceville,46.22,-70.78,32.0,64,100,8.01,CA,2020-04-17 14:56:45
433,Iqaluit,63.75,-68.51,10.4,66,40,7.11,CA,2020-04-17 14:56:46
434,Carauari,-4.88,-66.9,84.83,65,77,5.03,BR,2020-04-17 14:56:46
435,Behbahan,30.6,50.24,89.6,13,20,18.34,IR,2020-04-17 14:56:46
436,Shima,24.45,117.81,71.6,78,5,2.24,CN,2020-04-17 14:56:46
437,Opuwo,-18.06,13.84,89.28,16,0,5.59,NA,2020-04-17 14:56:47
438,Taoudenni,22.68,-3.98,103.53,10,5,1.36,ML,2020-04-17 14:56:47
439,Camacha,33.08,-16.33,66.2,63,40,10.29,PT,2020-04-17 14:56:47
440,Urumqi,43.8,87.6,57.2,58,86,2.24,CN,2020-04-17 14:55:14
441,Linqing,36.85,115.71,55.96,45,85,6.76,CN,2020-04-17 14:54:43
442,Margate,51.38,1.39,52.0,73,66,24.79,GB,2020-04-17 14:52:38
443,Souillac,-20.52,57.52,77.0,69,40,16.11,MU,2020-04-17 14:56:48
444,Kahului,20.89,-156.47,71.6,78,1,10.29,US,2020-04-17 14:52:44
445,Puerto Madero,14.72,-92.42,82.4,69,5,2.84,MX,2020-04-17 14:56:49
446,Rehnan,32.68,51.6,57.2,54,40,13.87,IR,2020-04-17 14:56:49
447,Taiyuan,37.87,112.56,59.0,28,97,8.95,CN,2020-04-17 14:56:50
448,Turukhansk,65.82,87.98,34.56,96,100,4.79,RU,2020-04-17 14:56:50
449,Doha,25.29,51.53,82.0,50,2,8.05,QA,2020-04-17 14:54:21
450,Raudeberg,61.99,5.14,48.2,39,20,8.05,NO,2020-04-17 14:56:51
451,Sao Jose Da Coroa Grande,-8.9,-35.15,85.82,65,23,8.14,BR,2020-04-17 14:56:51
452,Thessalon,46.25,-83.57,37.4,69,1,3.36,CA,2020-04-17 14:56:51
453,Bialong,6.98,124.89,78.15,74,10,2.57,PH,2020-04-17 14:56:51
454,Luena,-11.78,19.92,73.69,56,30,6.02,AO,2020-04-17 14:56:52
455,Uyuni,-20.46,-66.83,51.01,15,0,1.57,BO,2020-04-17 14:56:52
456,Fevik,58.38,8.68,50.0,43,43,5.82,NO,2020-04-17 14:56:52
457,Taikang,46.83,124.42,52.3,34,3,5.3,CN,2020-04-17 14:56:53
458,Cayenne,4.93,-52.33,77.0,94,100,8.05,GF,2020-04-17 14:56:53
459,Nexo,55.06,15.13,46.4,70,59,4.7,DK,2020-04-17 14:56:53
460,Petropavlovsk-Kamchatskiy,53.05,158.65,26.6,100,8,6.71,RU,2020-04-17 14:56:54
461,Tual,-5.67,132.75,84.0,77,5,7.58,ID,2020-04-17 14:56:54
462,College,64.86,-147.8,36.0,87,75,2.51,US,2020-04-17 14:56:54
463,El Alto,-4.27,-81.21,62.6,100,7,21.92,PE,2020-04-17 14:56:54
464,Maningrida,-12.07,134.27,78.76,83,99,5.41,AU,2020-04-17 14:56:55
465,San Mateo Ixtatan,15.83,-91.48,61.95,26,1,4.43,GT,2020-04-17 14:56:55
466,Cherskiy,68.75,161.3,-0.38,91,29,7.38,RU,2020-04-17 14:56:55
467,Zhangjiakou,40.81,114.88,49.64,36,0,1.01,CN,2020-04-17 14:56:55
468,Morros,-9.45,-46.3,84.65,57,50,9.84,BR,2020-04-17 14:56:55
469,Manicore,-5.81,-61.3,83.95,72,46,3.36,BR,2020-04-17 14:56:43
470,Pangnirtung,66.15,-65.71,5.0,84,75,11.41,CA,2020-04-17 14:56:56
471,Victor Harbor,-35.57,138.62,55.99,89,54,1.01,AU,2020-04-17 14:56:56
472,Mezen,65.85,44.24,34.3,96,100,6.4,RU,2020-04-17 14:56:57
473,Charters Towers,-20.1,146.27,73.56,75,23,4.72,AU,2020-04-17 14:56:57
474,Brandfort,-28.7,26.46,71.6,30,0,6.93,ZA,2020-04-17 14:56:57
475,Touros,-5.2,-35.46,86.0,70,40,8.05,BR,2020-04-17 14:53:05
476,Calvinia,-31.47,19.78,76.59,11,0,7.4,ZA,2020-04-17 14:54:28
477,Acarau,-2.89,-40.12,83.64,74,100,7.9,BR,2020-04-17 14:56:58
478,Veranopolis,-28.94,-51.55,66.0,72,90,4.7,BR,2020-04-17 14:56:58
479,Sumter,28.71,-82.08,75.99,75,90,8.01,US,2020-04-17 14:56:58
480,Mae Sai,20.43,99.88,82.4,58,91,3.36,TH,2020-04-17 14:56:59
481,Veraval,20.9,70.37,82.35,58,16,11.59,IN,2020-04-17 14:56:01
482,Arona,28.1,-16.68,71.6,60,40,11.41,ES,2020-04-17 14:56:59
483,Borjomi,41.85,43.41,55.74,38,83,3.15,GE,2020-04-17 14:56:59
484,Andenes,69.31,16.12,37.4,69,90,18.34,NO,2020-04-17 14:57:00
485,Alofi,-19.06,-169.92,73.4,100,28,3.36,NU,2020-04-17 14:57:00
486,Qaqortoq,60.72,-46.03,30.2,80,90,11.41,GL,2020-04-17 14:57:00
487,Kabinda,-6.13,24.48,76.14,66,80,5.61,CD,2020-04-17 14:57:00
488,Kloulklubed,7.04,134.26,78.8,88,75,5.82,PW,2020-04-17 14:57:01
489,Nanortalik,60.14,-45.24,30.04,92,100,20.07,GL,2020-04-17 14:57:01
490,Ust-Karsk,52.7,118.81,40.93,56,26,8.7,RU,2020-04-17 14:57:01
491,Ijui,-28.39,-53.91,69.8,60,20,16.11,BR,2020-04-17 14:57:01
492,Saraland,30.82,-88.07,71.01,81,100,11.39,US,2020-04-17 14:57:02
493,Maldonado,-34.67,-54.92,64.4,93,75,5.82,UY,2020-04-17 14:54:26
494,Beyneu,45.32,55.2,60.13,34,63,8.61,KZ,2020-04-17 14:57:02
495,Zhigansk,66.77,123.37,-0.33,91,8,14.29,RU,2020-04-17 14:57:02
496,Verkhoyansk,67.54,133.38,-11.13,85,99,5.21,RU,2020-04-17 14:57:03
497,Garowe,8.41,48.48,88.81,40,94,13.78,SO,2020-04-17 14:57:03
498,Wuzhou,23.48,111.32,71.33,81,89,2.37,CN,2020-04-17 14:57:03
499,Illapel,-31.63,-71.17,78.96,30,4,6.11,CL,2020-04-17 14:57:04
500,Terrace Bay,48.78,-87.1,30.2,42,5,3.36,CA,2020-04-17 14:57:04
501,Flin Flon,54.77,-101.86,26.6,68,40,8.05,CA,2020-04-17 14:57:04
502,Saint-Pierre,-21.34,55.48,78.8,69,75,25.28,RE,2020-04-17 14:57:04
503,Kachiry,53.07,76.1,57.76,43,0,8.39,KZ,2020-04-17 14:57:04
504,Methoni,36.82,21.7,68.0,52,72,4.7,GR,2020-04-17 14:57:05
505,Karakol,42.49,78.39,47.14,38,93,5.37,KG,2020-04-17 14:57:05
506,Kieta,-6.22,155.63,78.19,79,100,1.68,PG,2020-04-17 14:57:05
507,Saint-Leu,-21.15,55.28,78.8,69,75,25.28,RE,2020-04-17 14:57:06
508,Ola,59.58,151.28,20.86,93,100,8.61,RU,2020-04-17 14:57:06
509,Birecik,37.03,37.99,71.6,40,40,1.32,TR,2020-04-17 14:57:06
510,San Joaquin,10.26,-67.79,79.48,57,99,4.97,VE,2020-04-17 14:57:07
511,Mahajanga,-15.72,46.32,93.2,41,20,8.05,MG,2020-04-17 14:57:07
512,Terra Roxa,-23.86,-50.03,73.99,62,14,4.0,BR,2020-04-17 14:57:07
513,Rio Verde De Mato Grosso,-18.92,-54.84,77.38,48,39,4.59,BR,2020-04-17 14:57:08
514,Nayagarh,20.13,85.1,82.58,61,13,7.09,IN,2020-04-17 14:57:08
515,Tabuk,17.42,121.44,74.84,80,98,4.29,PH,2020-04-17 14:57:08
516,Raisinghnagar,29.54,73.45,83.77,35,51,13.78,IN,2020-04-17 14:57:08
517,Correntina,-13.34,-44.64,82.35,56,46,4.97,BR,2020-04-17 14:57:08
518,Ntoum,0.38,9.78,82.4,78,20,4.7,GA,2020-04-17 14:57:09
519,Maisach,48.22,11.27,73.4,31,85,6.93,DE,2020-04-17 14:57:09
520,Gambela,8.25,34.58,97.88,20,69,2.04,ET,2020-04-17 14:57:09
521,Santa Maria,-29.68,-53.81,69.8,68,20,6.93,BR,2020-04-17 14:57:09
522,Kommunisticheskiy,61.68,64.48,36.5,89,94,9.6,RU,2020-04-17 14:57:10
523,San Jose,37.34,-121.89,55.99,76,90,5.82,US,2020-04-17 14:55:27
524,Xam Nua,20.42,104.04,65.34,69,90,2.89,LA,2020-04-17 14:57:10
525,Oneonta,42.45,-75.06,39.99,47,77,4.0,US,2020-04-17 14:57:10
526,Greytown,-29.06,30.59,63.9,48,0,2.51,ZA,2020-04-17 14:57:11
527,Batemans Bay,-35.72,150.18,52.0,100,8,6.42,AU,2020-04-17 14:57:11
528,Nuevo Progreso,23.17,-97.95,77.0,89,53,5.01,MX,2020-04-17 14:57:11
529,Qasigiannguit,68.82,-51.19,30.2,54,20,5.82,GL,2020-04-17 14:57:11
530,Portland,45.52,-122.68,48.99,75,20,4.7,US,2020-04-17 14:56:12
531,Flinders,-34.58,150.86,60.01,59,0,5.99,AU,2020-04-17 14:57:12
532,Rorvik,64.86,11.24,39.2,80,75,8.05,NO,2020-04-17 14:57:13
533,Vrangel,42.73,133.08,40.53,74,100,7.38,RU,2020-04-17 14:57:13
534,Magnolia,33.27,-93.24,57.99,82,75,5.82,US,2020-04-17 14:55:00
535,Haines Junction,60.75,-137.51,34.25,67,49,0.87,CA,2020-04-17 14:57:13
536,Saint George,37.1,-113.58,55.0,40,75,3.36,US,2020-04-17 14:57:14
537,Derzhavinsk,51.1,66.32,57.74,40,100,15.61,KZ,2020-04-17 14:57:14
538,Mozarlandia,-14.74,-50.57,85.21,60,11,1.5,BR,2020-04-17 14:57:14
539,Qarchi Gak,37.04,66.79,73.4,40,40,8.05,AF,2020-04-17 14:57:14
540,Biak,-0.91,122.88,81.95,73,51,3.85,ID,2020-04-17 14:57:15
541,Mehriz,31.59,54.43,68.0,37,75,18.34,IR,2020-04-17 14:57:15
542,Ilhabela,-23.78,-45.36,74.1,62,89,6.24,BR,2020-04-17 14:57:15
543,Gillette,44.29,-105.5,32.0,68,1,11.41,US,2020-04-17 14:57:15
544,Kerema,-7.96,145.78,77.47,84,100,1.07,PG,2020-04-17 14:57:15
545,Honningsvag,70.98,25.97,39.2,85,75,16.11,NO,2020-04-17 14:57:16
546,Sompeta,18.93,84.6,82.72,70,19,13.6,IN,2020-04-17 14:57:16
547,Ambunti,-4.24,142.84,74.52,95,100,1.54,PG,2020-04-17 14:57:16
548,Fare,-16.7,-151.02,83.59,66,68,7.23,PF,2020-04-17 14:57:16
549,Altamont,42.21,-121.74,35.01,53,1,8.05,US,2020-04-17 14:57:17
550,Lalmohan,22.34,90.74,82.85,75,76,20.67,BD,2020-04-17 14:57:17
551,Gorele,41.03,39.0,51.8,76,15,11.41,TR,2020-04-17 14:57:17
552,Kalianget,-7.05,113.93,83.23,78,39,6.42,ID,2020-04-17 14:57:17
553,Mikkeli,61.69,27.27,36.0,80,90,13.87,FI,2020-04-17 14:57:18
554,Kavieng,-2.57,150.8,81.95,76,46,10.25,PG,2020-04-17 14:57:18
555,Wieliczka,49.99,20.06,62.01,36,75,8.99,PL,2020-04-17 14:57:19
556,Ciudad Bolivar,8.12,-63.55,92.35,34,16,9.42,VE,2020-04-17 14:57:19
557,Tazmalt,36.39,4.4,68.0,88,100,4.7,DZ,2020-04-17 14:57:19
558,Mulege,26.88,-111.98,72.5,29,0,1.83,MX,2020-04-17 14:57:19
559,Palmas Bellas,9.23,-80.09,84.99,74,5,14.99,PA,2020-04-17 14:57:20
560,Havelock,34.88,-76.9,66.0,45,1,4.85,US,2020-04-17 14:57:20
561,Mehamn,71.04,27.85,39.2,90,75,16.11,NO,2020-04-17 14:57:20
562,Namatanai,-3.67,152.43,80.56,78,99,5.68,PG,2020-04-17 14:57:21
563,Praia,14.92,-23.51,82.4,45,20,23.04,CV,2020-04-17 14:57:21
564,Zarubino,42.63,131.09,40.84,86,98,7.27,RU,2020-04-17 14:57:21
565,Mmabatho,-25.85,25.63,80.6,26,20,6.93,ZA,2020-04-17 14:57:21
566,Finnsnes,69.23,17.98,35.6,87,75,17.22,NO,2020-04-17 14:57:22
567,Saint-Augustin,51.23,-58.65,27.25,86,89,12.48,CA,2020-04-17 14:57:22
568,Beringovskiy,63.05,179.32,17.28,96,100,18.01,RU,2020-04-17 14:57:22
569,Nagato,34.38,131.2,60.8,93,90,5.82,JP,2020-04-17 14:57:23
570,Lahij,13.17,44.58,83.86,50,60,12.5,YE,2020-04-17 14:57:23
571,Geraldton,-28.77,114.6,73.4,73,99,6.93,AU,2020-04-17 14:54:40
572,Burnie,-41.07,145.92,53.01,72,55,13.0,AU,2020-04-17 14:54:37
573,Zhangye,38.93,100.45,50.49,31,100,3.98,CN,2020-04-17 14:57:24
574,Chara,56.91,118.26,17.2,79,78,5.66,RU,2020-04-17 14:57:24
575,Bayir,37.27,28.22,68.0,49,0,11.41,TR,2020-04-17 14:57:24
576,Vanimo,-2.67,141.3,81.34,75,88,0.92,PG,2020-04-17 14:57:25
577,Altamira,-3.2,-52.21,78.78,85,97,2.17,BR,2020-04-17 14:57:25
